ORDERNUMBER,QUANTITYORDERED,DEALSIZE,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,RESULT,PRODUCTCODE,TERRITORY,COUNTRY,CITY,CUSTOMERID,CUSTOMERNAME,ADDRESSLINE1
10278,29,Medium,100,5,3754.05,8/6/2004 0:00,Shipped,3,8,2004,Classic Cars,142,YES,S18_1984,NA,USA,Las Vegas,C0641,Signal Gift Stores,8489 Strong St.
10287,24,Medium,100,3,3516.48,8/30/2004 0:00,Shipped,3,8,2004,Classic Cars,142,YES,S18_1984,EMEA,Switzerland,Gensve,C0642,"Vida Sport, Ltd",Grenzacherweg 237
10301,47,Large,100,7,7488.04,10/5/2003 0:00,Shipped,4,10,2003,Classic Cars,142,YES,S18_1984,EMEA,Norway,Oslo,C0643,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum"
10310,24,Medium,100,1,3448.08,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,142,YES,S18_1984,EMEA,Germany,Koln,C0644,"Toms Spezialitten, Ltd",Mehrheimerstr. 369
10321,25,Medium,100,9,3734,11/4/2004 0:00,Shipped,4,11,2004,Classic Cars,142,YES,S18_1984,NA,USA,New Bedford,C0645,FunGiftIdeas.com,1785 First Street
10331,30,Small,32.47,8,974.1,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,142,NO,S18_1984,NA,USA,Philadelphia,C0646,Motor Mint Distributors Inc.,11328 Douglas Av.
10342,22,Medium,100,3,3160.74,11/24/2004 0:00,Shipped,4,11,2004,Classic Cars,142,YES,S18_1984,APAC,Australia,Melbourne,C0647,"Australian Collectors, Co.",636 St Kilda Road
10356,27,Small,64.69,2,1746.63,12/9/2004 0:00,Shipped,4,12,2004,Classic Cars,142,NO,S18_1984,EMEA,France,Paris,C0648,Lyon Souveniers,27 rue du Colonel Pierre Avia
10366,34,Medium,100,3,4207.84,1/10/2005 0:00,Shipped,1,1,2005,Classic Cars,142,YES,S18_1984,EMEA,Belgium,Charleroi,C0649,Royale Belge,"Boulevard Tirou, 255"
10377,36,Medium,100,6,4352.76,2/9/2005 0:00,Shipped,1,2,2005,Classic Cars,142,YES,S18_1984,EMEA,Finland,Helsinki,C0650,"Toys of Finland, Co.",Keskuskatu 45
10390,34,Small,43.05,15,1463.7,3/4/2005 0:00,Shipped,1,3,2005,Classic Cars,142,NO,S18_1984,NA,USA,San Rafael,C0651,Mini Gifts Distributors Ltd.,5677 Strong St.
10406,48,Large,100,2,7169.28,4/15/2005 0:00,Disputed,2,4,2005,Classic Cars,142,YES,S18_1984,EMEA,Denmark,Kobenhavn,C0652,Danish Wholesale Imports,Vinb'ltet 34
10419,34,Medium,100,4,4594.76,5/17/2005 0:00,Shipped,2,5,2005,Classic Cars,142,YES,S18_1984,EMEA,Austria,Salzburg,C0653,Salzburg Collectables,Geislweg 14
10104,24,Medium,100,8,3457.92,1/31/2003 0:00,Shipped,1,1,2003,Classic Cars,163,YES,S18_2238,EMEA,Spain,Madrid,C0654,Euro Shopping Channel,"C/ Moralzarzal, 86"
10115,46,Large,100,4,7381.16,4/4/2003 0:00,Shipped,2,4,2003,Classic Cars,163,YES,S18_2238,NA,USA,NYC,C0655,Classic Legends Inc.,5905 Pompton St.
10127,45,Large,100,10,7146.9,6/3/2003 0:00,Shipped,2,6,2003,Classic Cars,163,YES,S18_2238,NA,USA,NYC,C0656,Muscle Machine Inc,4092 Furth Circle
10141,39,Medium,100,4,5938.53,8/1/2003 0:00,Shipped,3,8,2003,Classic Cars,163,YES,S18_2238,EMEA,Finland,Espoo,C0657,Suominen Souveniers,"Software Engineering Center, SEC Oy"
10151,43,Large,100,2,7110.91,9/21/2003 0:00,Shipped,3,9,2003,Classic Cars,163,YES,S18_2238,EMEA,Finland,Oulu,C0658,"Oulu Toy Supplies, Inc.",Torikatu 38
10165,29,Medium,100,11,5032.95,10/22/2003 0:00,Shipped,4,10,2003,Classic Cars,163,YES,S18_2238,APAC,Singapore,Singapore,C0659,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye"
10176,20,Medium,100,10,3667.6,11/6/2003 0:00,Shipped,4,11,2003,Classic Cars,163,YES,S18_2238,EMEA,Italy,Reggio Emilia,C0660,L'ordine Souveniers,Strada Provinciale 124
10184,46,Large,100,5,7381.16,11/14/2003 0:00,Shipped,4,11,2003,Classic Cars,163,YES,S18_2238,EMEA,Spain,Sevilla,C0661,"Iberia Gift Imports, Corp.","C/ Romero, 33"
10195,27,Medium,100,5,5128.11,11/25/2003 0:00,Shipped,4,11,2003,Classic Cars,163,YES,S18_2238,NA,USA,White Plains,C0662,Mini Classics,3758 North Pendale Street
10207,44,Large,100,6,7060.24,12/9/2003 0:00,Shipped,4,12,2003,Classic Cars,163,YES,S18_2238,NA,USA,Boston,C0663,Diecast Collectables,6251 Ingle Ln.
10219,43,Large,100,1,8448.64,2/10/2004 0:00,Shipped,1,2,2004,Classic Cars,163,YES,S18_2238,NA,USA,Brisbane,C0664,Signal Collectibles Ltd.,2793 Furth Circle
10230,49,Large,100,8,7300.51,3/15/2004 0:00,Shipped,1,3,2004,Classic Cars,163,YES,S18_2238,EMEA,Germany,Frankfurt,C0665,"Blauer See Auto, Co.",Lyonerstr. 34
10246,40,Medium,100,4,6549.2,5/5/2004 0:00,Shipped,2,5,2004,Classic Cars,163,YES,S18_2238,EMEA,Spain,Madrid,C0666,Euro Shopping Channel,"C/ Moralzarzal, 86"
10259,30,Medium,100,3,5697.9,6/15/2004 0:00,Shipped,2,6,2004,Classic Cars,163,YES,S18_2238,APAC,Singapore,Singapore,C0667,Handji Gifts& Co,Village Close - 106 Linden Road Sandown
10271,50,Large,100,4,9169,7/20/2004 0:00,Shipped,3,7,2004,Classic Cars,163,YES,S18_2238,NA,USA,San Rafael,C0668,Mini Gifts Distributors Ltd.,5677 Strong St.
10282,23,Medium,100,13,3238.63,8/20/2004 0:00,Shipped,3,8,2004,Classic Cars,163,YES,S18_2238,NA,USA,San Rafael,C0669,Mini Gifts Distributors Ltd.,5677 Strong St.
10292,26,Medium,100,7,4554.94,9/8/2004 0:00,Shipped,3,9,2004,Classic Cars,163,YES,S18_2238,NA,USA,NYC,C0670,Land of Toys Inc.,897 Long Airport Avenue
10305,27,Medium,100,4,3934.44,10/13/2004 0:00,Shipped,4,10,2004,Classic Cars,163,YES,S18_2238,NA,USA,Cambridge,C0671,Marta's Replicas Co.,39323 Spinnaker Dr.
10314,42,Medium,100,13,5776.26,10/22/2004 0:00,Shipped,4,10,2004,Classic Cars,163,YES,S18_2238,EMEA,Denmark,Aaarhus,C0672,Heintze Collectables,Smagsloget 45
10324,47,Large,100,8,7207.45,11/5/2004 0:00,Shipped,4,11,2004,Classic Cars,163,YES,S18_2238,NA,USA,NYC,C0673,Vitachrome Inc.,2678 Kingston Rd.
10336,49,Large,100,6,7460.74,11/20/2004 0:00,Shipped,4,11,2004,Classic Cars,163,YES,S18_2238,EMEA,France,Paris,C0674,"La Corne D'abondance, Co.","265, boulevard Charonne"
10349,38,Medium,100,8,6719.54,12/1/2004 0:00,Shipped,4,12,2004,Classic Cars,163,YES,S18_2238,NA,USA,NYC,C0675,Muscle Machine Inc,4092 Furth Circle
10358,20,Small,100,10,2428,12/10/2004 0:00,Shipped,4,12,2004,Classic Cars,163,NO,S18_2238,EMEA,Spain,Madrid,C0676,Euro Shopping Channel,"C/ Moralzarzal, 86"
10371,25,Small,100,7,2602.25,1/23/2005 0:00,Shipped,1,1,2005,Classic Cars,163,NO,S18_2238,NA,USA,San Rafael,C0677,Mini Gifts Distributors Ltd.,5677 Strong St.
10382,25,Small,88,5,2200,2/17/2005 0:00,Shipped,1,2,2005,Classic Cars,163,NO,S18_2238,NA,USA,San Rafael,C0678,Mini Gifts Distributors Ltd.,5677 Strong St.
10412,41,Medium,100,4,6712.93,5/3/2005 0:00,Shipped,2,5,2005,Classic Cars,163,YES,S18_2238,EMEA,Spain,Madrid,C0679,Euro Shopping Channel,"C/ Moralzarzal, 86"
10425,28,Medium,100,3,5318.04,5/31/2005 0:00,In Process,2,5,2005,Classic Cars,163,YES,S18_2238,EMEA,France,Nantes,C0680,La Rochelle Gifts,"67, rue des Cinquante Otages"
10100,50,Medium,67.8,2,3390,1/6/2003 0:00,Shipped,1,1,2003,Vintage Cars,60,YES,S18_2248,NA,USA,Nashua,C0681,Online Diecast Creations Co.,2304 Long Airport Avenue
10110,32,Small,50.25,6,1608,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,60,NO,S18_2248,EMEA,UK,Manchester,C0682,"AV Stores, Co.",Fauntleroy Circus
10124,42,Small,53.88,5,2262.96,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,60,NO,S18_2248,NA,USA,Las Vegas,C0683,Signal Gift Stores,8489 Strong St.
10149,24,Small,62.36,10,1496.64,9/12/2003 0:00,Shipped,3,9,2003,Vintage Cars,60,NO,S18_2248,NA,USA,Brisbane,C0684,Signal Collectibles Ltd.,2793 Furth Circle
10162,27,Small,69.62,8,1879.74,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,60,NO,S18_2248,NA,USA,San Francisco,C0685,Corporate Gift Ideas Co.,7734 Strong St.
10173,26,Small,57.51,12,1495.26,11/5/2003 0:00,Shipped,4,11,2003,Vintage Cars,60,NO,S18_2248,EMEA,Italy,Bergamo,C0686,Rovelli Gifts,Via Ludovico il Moro 22
10182,38,Small,61.15,9,2323.7,11/12/2003 0:00,Shipped,4,11,2003,Vintage Cars,60,NO,S18_2248,NA,USA,San Rafael,C0687,Mini Gifts Distributors Ltd.,5677 Strong St.
10193,42,Small,59.33,13,2491.86,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,60,NO,S18_2248,APAC,Australia,Glen Waverly,C0688,"Australian Collectables, Ltd",7 Allen Street
10204,23,Small,71.44,3,1643.12,12/2/2003 0:00,Shipped,4,12,2003,Vintage Cars,60,NO,S18_2248,NA,USA,NYC,C0689,Muscle Machine Inc,4092 Furth Circle
10214,21,Small,62.96,6,1322.16,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,60,NO,S18_2248,EMEA,Spain,Madrid,C0690,"Corrida Auto Replicas, Ltd","C/ Araquil, 67"
10227,28,Small,50.85,9,1423.8,3/2/2004 0:00,Shipped,1,3,2004,Vintage Cars,60,NO,S18_2248,EMEA,France,Lyon,C0691,"Saveley & Henriot, Co.","2, rue du Commerce"
10241,33,Small,72.65,1,2397.45,4/13/2004 0:00,Shipped,2,4,2004,Vintage Cars,60,NO,S18_2248,EMEA,France,Strasbourg,C0692,Mini Caravy,"24, place Kluber"
10280,25,Small,62.96,15,1574,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,60,NO,S18_2248,EMEA,Italy,Torino,C0693,Amica Models & Co.,Via Monte Bianco 34
10288,28,Small,61.75,4,1729,9/1/2004 0:00,Shipped,3,9,2004,Vintage Cars,60,NO,S18_2248,APAC,Singapore,Singapore,C0694,Handji Gifts& Co,Village Close - 106 Linden Road Sandown
10303,46,Small,49.04,2,2255.84,10/6/2004 0:00,Shipped,4,10,2004,Vintage Cars,60,NO,S18_2248,EMEA,Spain,Sevilla,C0695,"Iberia Gift Imports, Corp.","C/ Romero, 33"
10312,30,Small,61.15,16,1834.5,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,60,NO,S18_2248,NA,USA,San Rafael,C0696,Mini Gifts Distributors Ltd.,5677 Strong St.
10332,38,Medium,84.25,9,3201.5,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,60,YES,S18_2248,EMEA,UK,Manchester,C0697,"AV Stores, Co.",Fauntleroy Circus
10344,40,Small,56.91,2,2276.4,11/25/2004 0:00,Shipped,4,11,2004,Vintage Cars,60,NO,S18_2248,EMEA,France,Marseille,C0698,Marseille Mini Autos,"12, rue des Bouchers"
10367,45,Large,100,4,8884.8,1/12/2005 0:00,Resolved,1,1,2005,Vintage Cars,60,YES,S18_2248,NA,USA,Pasadena,C0699,Toys4GrownUps.com,78934 Hillside Dr.
10379,27,Small,49.3,1,1331.1,2/10/2005 0:00,Shipped,1,2,2005,Vintage Cars,60,NO,S18_2248,EMEA,Spain,Madrid,C0700,Euro Shopping Channel,"C/ Moralzarzal, 86"
10407,42,Medium,72.65,1,3051.3,4/22/2005 0:00,On Hold,2,4,2005,Vintage Cars,60,YES,S18_2248,NA,USA,San Jose,C0701,The Sharp Gifts Warehouse,3086 Ingle Ln.
10420,36,Small,63.57,4,2288.52,5/29/2005 0:00,In Process,2,5,2005,Vintage Cars,60,NO,S18_2248,APAC,Australia,Chatswood,C0702,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy"
10104,29,Medium,100,12,3772.61,1/31/2003 0:00,Shipped,1,1,2003,Trucks and Buses,122,YES,S18_2319,EMEA,Spain,Madrid,C0703,Euro Shopping Channel,"C/ Moralzarzal, 86"
10114,39,Medium,100,3,4164.42,4/1/2003 0:00,Shipped,2,4,2003,Trucks and Buses,122,YES,S18_2319,EMEA,France,Paris,C0704,"La Corne D'abondance, Co.","265, boulevard Charonne"
10127,45,Medium,100,14,6295.95,6/3/2003 0:00,Shipped,2,6,2003,Trucks and Buses,122,YES,S18_2319,NA,USA,NYC,C0705,Muscle Machine Inc,4092 Furth Circle
10141,47,Medium,100,8,6287.66,8/1/2003 0:00,Shipped,3,8,2003,Trucks and Buses,122,YES,S18_2319,EMEA,Finland,Espoo,C0706,Suominen Souveniers,"Software Engineering Center, SEC Oy"
10151,49,Medium,100,6,5412.54,9/21/2003 0:00,Shipped,3,9,2003,Trucks and Buses,122,YES,S18_2319,EMEA,Finland,Oulu,C0707,"Oulu Toy Supplies, Inc.",Torikatu 38
10165,46,Medium,100,15,5984.14,10/22/2003 0:00,Shipped,4,10,2003,Trucks and Buses,122,YES,S18_2319,APAC,Singapore,Singapore,C0708,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye"
10175,48,Medium,100,4,5891.04,11/6/2003 0:00,Shipped,4,11,2003,Trucks and Buses,122,YES,S18_2319,EMEA,UK,London,C0709,"Stylish Desk Decors, Co.",35 King George
10184,46,Medium,100,9,5984.14,11/14/2003 0:00,Shipped,4,11,2003,Trucks and Buses,122,YES,S18_2319,EMEA,Spain,Sevilla,C0710,"Iberia Gift Imports, Corp.","C/ Romero, 33"
10195,35,Medium,100,9,3608.15,11/25/2003 0:00,Shipped,4,11,2003,Trucks and Buses,122,YES,S18_2319,NA,USA,White Plains,C0711,Mini Classics,3758 North Pendale Street
10207,43,Medium,100,10,5752.54,12/9/2003 0:00,Shipped,4,12,2003,Trucks and Buses,122,YES,S18_2319,NA,USA,Boston,C0712,Diecast Collectables,6251 Ingle Ln.
10229,26,Medium,100,4,3765.32,3/11/2004 0:00,Shipped,1,3,2004,Trucks and Buses,122,YES,S18_2319,NA,USA,San Rafael,C0713,Mini Gifts Distributors Ltd.,5677 Strong St.
10246,22,Small,98.18,8,2159.96,5/5/2004 0:00,Shipped,2,5,2004,Trucks and Buses,122,NO,S18_2319,EMEA,Spain,Madrid,C0714,Euro Shopping Channel,"C/ Moralzarzal, 86"
10259,34,Medium,99.41,7,3379.94,6/15/2004 0:00,Shipped,2,6,2004,Trucks and Buses,122,YES,S18_2319,APAC,Singapore,Singapore,C0715,Handji Gifts& Co,Village Close - 106 Linden Road Sandown
10271,50,Medium,100,8,5093.5,7/20/2004 0:00,Shipped,3,7,2004,Trucks and Buses,122,YES,S18_2319,NA,USA,San Rafael,C0716,Mini Gifts Distributors Ltd.,5677 Strong St.
10281,48,Medium,100,4,5773.44,8/19/2004 0:00,Shipped,3,8,2004,Trucks and Buses,122,YES,S18_2319,NA,USA,Allentown,C0717,Diecast Classics Inc.,7586 Pompton St.
10292,41,Medium,100,11,4528.86,9/8/2004 0:00,Shipped,3,9,2004,Trucks and Buses,122,YES,S18_2319,NA,USA,NYC,C0718,Land of Toys Inc.,897 Long Airport Avenue
10305,36,Medium,100,8,4816.08,10/13/2004 0:00,Shipped,4,10,2004,Trucks and Buses,122,YES,S18_2319,NA,USA,Cambridge,C0719,Marta's Replicas Co.,39323 Spinnaker Dr.
10313,29,Medium,100,2,3416.78,10/22/2004 0:00,Shipped,4,10,2004,Trucks and Buses,122,YES,S18_2319,NA,Canada,Vancouver,C0720,Canadian Gift Exchange Network,1900 Oak St.
10324,33,Small,37.48,10,1236.84,11/5/2004 0:00,Shipped,4,11,2004,Trucks and Buses,122,NO,S18_2319,NA,USA,NYC,C0721,Vitachrome Inc.,2678 Kingston Rd.
10334,46,Medium,100,6,5814.86,11/19/2004 0:00,On Hold,4,11,2004,Trucks and Buses,122,YES,S18_2319,EMEA,Sweden,Lule,C0722,"Volvo Model Replicas, Co",Berguvsv„gen  8
10349,38,Medium,100,7,5223.48,12/1/2004 0:00,Shipped,4,12,2004,Trucks and Buses,122,YES,S18_2319,NA,USA,NYC,C0723,Muscle Machine Inc,4092 Furth Circle
10358,20,Small,36.42,11,728.4,12/10/2004 0:00,Shipped,4,12,2004,Trucks and Buses,122,NO,S18_2319,EMEA,Spain,Madrid,C0724,Euro Shopping Channel,"C/ Moralzarzal, 86"
10370,22,Medium,100,5,3949,1/20/2005 0:00,Shipped,1,1,2005,Trucks and Buses,122,YES,S18_2319,APAC,Australia,North Sydney,C0725,"Anna's Decorations, Ltd",201 Miller Street
10383,27,Medium,100,11,3843.99,2/22/2005 0:00,Shipped,1,2,2005,Trucks and Buses,122,YES,S18_2319,EMEA,Spain,Madrid,C0726,Euro Shopping Channel,"C/ Moralzarzal, 86"
10412,56,Medium,98.18,8,5498.08,5/3/2005 0:00,Shipped,2,5,2005,Trucks and Buses,122,YES,S18_2319,EMEA,Spain,Madrid,C0727,Euro Shopping Channel,"C/ Moralzarzal, 86"
10425,38,Medium,99.41,7,3777.58,5/31/2005 0:00,In Process,2,5,2005,Trucks and Buses,122,YES,S18_2319,EMEA,France,Nantes,C0728,La Rochelle Gifts,"67, rue des Cinquante Otages"
10101,25,Medium,100,4,3782,1/9/2003 0:00,Shipped,1,1,2003,Vintage Cars,127,YES,S18_2325,EMEA,Germany,Frankfurt,C0729,"Blauer See Auto, Co.",Lyonerstr. 34
10110,33,Medium,100,4,3859.68,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,127,YES,S18_2325,EMEA,UK,Manchester,C0730,"AV Stores, Co.",Fauntleroy Circus
10124,42,Medium,100,3,4431.84,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,127,YES,S18_2325,NA,USA,Las Vegas,C0731,Signal Gift Stores,8489 Strong St.
10149,33,Medium,100,8,4950.33,9/12/2003 0:00,Shipped,3,9,2003,Vintage Cars,127,YES,S18_2325,NA,USA,Brisbane,C0732,Signal Collectibles Ltd.,2793 Furth Circle
10162,38,Medium,100,6,4299.7,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,127,YES,S18_2325,NA,USA,San Francisco,C0733,Corporate Gift Ideas Co.,7734 Strong St.
10173,31,Medium,100,10,4492.83,11/5/2003 0:00,Shipped,4,11,2003,Vintage Cars,127,YES,S18_2325,EMEA,Italy,Bergamo,C0734,Rovelli Gifts,Via Ludovico il Moro 22
10182,20,Small,100,7,2212,11/12/2003 0:00,Shipped,4,11,2003,Vintage Cars,127,NO,S18_2325,NA,USA,San Rafael,C0735,Mini Gifts Distributors Ltd.,5677 Strong St.
10193,44,Medium,100,11,4642.88,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,127,YES,S18_2325,APAC,Australia,Glen Waverly,C0736,"Australian Collectables, Ltd",7 Allen Street
10204,26,Medium,100,1,3206.32,12/2/2003 0:00,Shipped,4,12,2003,Vintage Cars,127,YES,S18_2325,NA,USA,NYC,C0737,Muscle Machine Inc,4092 Furth Circle
10214,27,Medium,100,4,3604.23,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,127,YES,S18_2325,EMEA,Spain,Madrid,C0738,"Corrida Auto Replicas, Ltd","C/ Araquil, 67"
10227,46,Large,100,7,7017.76,3/2/2004 0:00,Shipped,1,3,2004,Vintage Cars,127,YES,S18_2325,EMEA,France,Lyon,C0739,"Saveley & Henriot, Co.","2, rue du Commerce"
10243,47,Medium,100,2,6154.18,4/26/2004 0:00,Shipped,2,4,2004,Vintage Cars,127,YES,S18_2325,NA,USA,Boston,C0740,Diecast Collectables,6251 Ingle Ln.
10280,37,Medium,100,13,4750.8,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,127,YES,S18_2325,EMEA,Italy,Torino,C0741,Amica Models & Co.,Via Monte Bianco 34
10288,31,Medium,100,2,3822.92,9/1/2004 0:00,Shipped,3,9,2004,Vintage Cars,127,YES,S18_2325,APAC,Singapore,Singapore,C0742,Handji Gifts& Co,Village Close - 106 Linden Road Sandown
10304,24,Small,100,17,2440.8,10/11/2004 0:00,Shipped,4,10,2004,Vintage Cars,127,NO,S18_2325,EMEA,France,Versailles,C0743,Auto Assoc. & Cie.,"67, avenue de l'Europe"
10312,31,Medium,100,14,4729.36,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,127,YES,S18_2325,NA,USA,San Rafael,C0744,Mini Gifts Distributors Ltd.,5677 Strong St.
10322,50,Large,100,6,12536.5,11/4/2004 0:00,Shipped,4,11,2004,Vintage Cars,127,YES,S18_2325,NA,USA,Nashua,C0745,Online Diecast Creations Co.,2304 Long Airport Avenue
10332,35,Small,64.69,8,2264.15,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,127,NO,S18_2325,EMEA,UK,Manchester,C0746,"AV Stores, Co.",Fauntleroy Circus
10344,30,Medium,100,3,3928.2,11/25/2004 0:00,Shipped,4,11,2004,Vintage Cars,127,YES,S18_2325,EMEA,France,Marseille,C0747,Marseille Mini Autos,"12, rue des Bouchers"
10356,29,Medium,100,3,3630.22,12/9/2004 0:00,Shipped,4,12,2004,Vintage Cars,127,YES,S18_2325,EMEA,France,Paris,C0748,Lyon Souveniers,27 rue du Colonel Pierre Avia
10367,27,Medium,100,5,4196.07,1/12/2005 0:00,Resolved,1,1,2005,Vintage Cars,127,YES,S18_2325,NA,USA,Pasadena,C0749,Toys4GrownUps.com,78934 Hillside Dr.
10380,40,Medium,100,10,4931.6,2/16/2005 0:00,Shipped,1,2,2005,Vintage Cars,127,YES,S18_2325,EMEA,Spain,Madrid,C0750,Euro Shopping Channel,"C/ Moralzarzal, 86"
10390,31,Medium,98.99,16,3068.69,3/4/2005 0:00,Shipped,1,3,2005,Vintage Cars,127,YES,S18_2325,NA,USA,San Rafael,C0751,Mini Gifts Distributors Ltd.,5677 Strong St.
10409,6,Small,100,2,785.64,4/23/2005 0:00,Shipped,2,4,2005,Vintage Cars,127,NO,S18_2325,APAC,Singapore,Singapore,C0752,Handji Gifts& Co,Village Close - 106 Linden Road Sandown
10420,45,Medium,100,2,4977,5/29/2005 0:00,In Process,2,5,2005,Vintage Cars,127,YES,S18_2325,APAC,Australia,Chatswood,C0753,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy"
10103,22,Small,54.09,2,1189.98,1/29/2003 0:00,Shipped,1,1,2003,Trucks and Buses,60,NO,S18_2432,EMEA,Norway,Stavern,C0754,Baane Mini Imports,Erling Skakkes gate 78
10114,45,Medium,68.67,6,3090.15,4/1/2003 0:00,Shipped,2,4,2003,Trucks and Buses,60,YES,S18_2432,EMEA,France,Paris,C0755,"La Corne D'abondance, Co.","265, boulevard Charonne"
10126,43,Small,65.02,2,2795.86,5/28/2003 0:00,Shipped,2,5,2003,Trucks and Buses,60,NO,S18_2432,EMEA,Spain,Madrid,C0756,"Corrida Auto Replicas, Ltd","C/ Araquil, 67"
10140,46,Small,61.99,2,2851.54,7/24/2003 0:00,Shipped,3,7,2003,Trucks and Buses,60,NO,S18_2432,NA,USA,Burlingame,C0757,Technics Stores Inc.,9408 Furth Circle
10151,39,Small,69.28,9,2701.92,9/21/2003 0:00,Shipped,3,9,2003,Trucks and Buses,60,NO,S18_2432,EMEA,Finland,Oulu,C0758,"Oulu Toy Supplies, Inc.",Torikatu 38
10165,31,Small,71.1,18,2204.1,10/22/2003 0:00,Shipped,4,10,2003,Trucks and Buses,60,NO,S18_2432,APAC,Singapore,Singapore,C0759,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye"
10175,41,Small,69.28,7,2840.48,11/6/2003 0:00,Shipped,4,11,2003,Trucks and Buses,60,NO,S18_2432,EMEA,UK,London,C0760,"Stylish Desk Decors, Co.",35 King George
10184,44,Small,60.16,12,2647.04,11/14/2003 0:00,Shipped,4,11,2003,Trucks and Buses,60,NO,S18_2432,EMEA,Spain,Sevilla,C0761,"Iberia Gift Imports, Corp.","C/ Romero, 33"
10194,45,Medium,70.49,2,3172.05,11/25/2003 0:00,Shipped,4,11,2003,Trucks and Buses,60,YES,S18_2432,EMEA,France,Lyon,C0762,"Saveley & Henriot, Co.","2, rue du Commerce"
10207,37,Small,69.89,13,2585.93,12/9/2003 0:00,Shipped,4,12,2003,Trucks and Buses,60,NO,S18_2432,NA,USA,Boston,C0763,Diecast Collectables,6251 Ingle Ln.
10217,35,Small,61.38,2,2148.3,2/4/2004 0:00,Shipped,1,2,2004,Trucks and Buses,60,NO,S18_2432,APAC,Singapore,Singapore,C0764,Handji Gifts& Co,Village Close - 106 Linden Road Sandown
10229,28,Small,59.55,7,1667.4,3/11/2004 0:00,Shipped,1,3,2004,Trucks and Buses,60,NO,S18_2432,NA,USA,San Rafael,C0765,Mini Gifts Distributors Ltd.,5677 Strong St.
10246,30,Small,61.99,11,1859.7,5/5/2004 0:00,Shipped,2,5,2004,Trucks and Buses,60,NO,S18_2432,EMEA,Spain,Madrid,C0766,Euro Shopping Channel,"C/ Moralzarzal, 86"
10259,30,Small,49.22,10,1476.6,6/15/2004 0:00,Shipped,2,6,2004,Trucks and Buses,60,NO,S18_2432,APAC,Singapore,Singapore,C0767,Handji Gifts& Co,Village Close - 106 Linden Road Sandown
10271,25,Small,69.28,11,1732,7/20/2004 0:00,Shipped,3,7,2004,Trucks and Buses,60,NO,S18_2432,NA,USA,San Rafael,C0768,Mini Gifts Distributors Ltd.,5677 Strong St.
10281,29,Small,57.73,7,1674.17,8/19/2004 0:00,Shipped,3,8,2004,Trucks and Buses,60,NO,S18_2432,NA,USA,Allentown,C0769,Diecast Classics Inc.,7586 Pompton St.
10291,26,Small,57.73,2,1500.98,9/8/2004 0:00,Shipped,3,9,2004,Trucks and Buses,60,NO,S18_2432,EMEA,Sweden,Boras,C0770,Scandinavian Gift Ideas,?kergatan 24
10305,41,Small,53.48,11,2192.68,10/13/2004 0:00,Shipped,4,10,2004,Trucks and Buses,60,NO,S18_2432,NA,USA,Cambridge,C0771,Marta's Replicas Co.,39323 Spinnaker Dr.
10313,34,Small,52.87,5,1797.58,10/22/2004 0:00,Shipped,4,10,2004,Trucks and Buses,60,NO,S18_2432,NA,Canada,Vancouver,C0772,Canadian Gift Exchange Network,1900 Oak St.
10322,35,Small,61.21,11,2142.35,11/4/2004 0:00,Shipped,4,11,2004,Trucks and Buses,60,NO,S18_2432,NA,USA,Nashua,C0773,Online Diecast Creations Co.,2304 Long Airport Avenue
10334,34,Small,61.38,1,2086.92,11/19/2004 0:00,On Hold,4,11,2004,Trucks and Buses,60,NO,S18_2432,EMEA,Sweden,Lule,C0774,"Volvo Model Replicas, Co",Berguvsv„gen  8
10347,50,Medium,100,8,6834.5,11/29/2004 0:00,Shipped,4,11,2004,Trucks and Buses,60,YES,S18_2432,APAC,Australia,Melbourne,C0775,"Australian Collectors, Co.",636 St Kilda Road
